time,x,y,RSS,distance,tag_id
1619190230182252883,15.181117727140634,0.3084135434663322,-100,51819,26380
1619190230667030811,15.251564777154195,0.31114536105042667,-100,51786,26380
1619190230835994720,15.297031194922303,0.3128930831643162,-100,51814,26380
1619190231016590595,15.316016830023935,0.31363177104681217,-99,51809,26380
1619190231189540147,15.351990260962355,0.3150145842053993,-99,51889,26380
1619190231369759798,15.399953970692783,0.3168807430664424,-100,51791,26380
1619190231526200771,15.438925187542738,0.3183787906549105,-101,51795,26380
1619190231852297306,15.452914602880785,0.31892308698938265,-101,51814,26380
1619190234231202602,15.842621270440727,0.3402561774062276,-103,51772,26380
1619190234569431304,15.910056729462248,0.3432059186369667,-99,51673,26380
1619190234739285945,15.925542785488336,0.34386322471341657,-100,51650,26380
1619190234907835245,15.958013804730234,0.3452353792079679,-101,51720,26380
1619190235239767551,15.996478791895786,0.346876911074967,-100,51692,26380
1619190235397306680,16.0289492960347,0.3482612013369133,-100,51805,26380
1619190235568833351,16.03389133563258,0.35062992235550716,-99,51744,26380
1619190235735735177,16.067355180476646,0.35218587633389564,-98,51786,26380
1619190235900887727,16.099820890656073,0.353678381374257,-98,51786,26380
1619190236061590671,16.099820890656073,0.353678381374257,-98,51767,26380
1619190236223942995,16.151265960047056,0.3560562723214904,-100,51800,26380
1619190236388409376,16.166250277877506,0.3567419975990145,-100,51805,26380
1619190236550851106,16.199714187665176,0.3582965515412031,-101,51697,26380
1619190237794890403,16.415510825730422,0.36759587275274264,-101,51776,26380
1619190238127575874,16.454004709997307,0.36824575143605376,-100,51795,26380
1619190238619767189,16.498066794794312,0.3732276705681423,-101,51725,26380
1619190238783794403,16.530066649948942,0.3733034131079469,-101,51753,26380
1619190238943444013,16.588566304801148,0.3734582748496802,-101,51669,26380
1619190239083119630,16.588566304801148,0.3734582748496802,-100,51762,26380
1619190239253924131,16.63106630293376,0.37345753632376066,-100,51687,26380
1619190239428982973,16.671566301157323,0.37345679407831334,-99,51678,26380
1619190239606303215,16.687566300727738,0.37345308639014796,-101,51734,26380
1619190239765901327,16.748066294916217,0.3734313582162665,-99,51800,26380
1619190239924951314,16.767566289444236,0.3734177294518526,-98,51791,26380
1619190240095386981,16.802566288504494,0.37340961888398905,-97,51791,26380
1619190240260882854,16.802566288504494,0.37340961888398905,-98,51730,26380
1619190240421850919,16.856566278172846,0.3733807541194505,-97,51753,26380
1619190240586494684,16.872566277743253,0.3733770464312842,-98,51786,26380
1619190240764074802,16.901566276964616,0.3733703262464809,-98,51781,26380
1619190240944483041,16.94706627130207,0.37335160684977,-98,51711,26380
1619190241092438459,16.975566266857264,0.37333822841319275,-101,51711,26380
1619190243918750286,17.40246840737254,0.39384710226120045,-100,51767,26380
1619190244083640098,17.40246840737254,0.39384710226120045,-100,51776,26380
1619190244253593206,17.43994768518838,0.39509353814480175,-99,51711,26380
1619190244419621467,17.48692131508342,0.39666773460120464,-100,51786,26380
1619190244590792179,17.503659056140613,0.3948025191436635,-100,51730,26380
1619190244757044792,17.536962915477645,0.39548305171017084,-101,51739,26380
1619190244926079750,17.57994378351717,0.39676556800594476,-101,51683,26380
1619190999720156431,18.845504515580714,0.5699022532314988,-103,51345,26380
1619190999865254163,18.845504515580714,0.5699022532314988,-102,51321,26380
1619191000016356945,18.837511041792567,0.5695792080743516,-101,51317,26380
1619191000166839122,18.826034580202816,0.5714527793479469,-101,51331,26380
1619191000317239046,18.81954181559331,0.5711462176716928,-100,51326,26380
1619191000479955196,18.804557834324342,0.5704532343494826,-100,51293,26380
1619191000637168169,18.804557834324342,0.5704532343494826,-99,51378,26380
1619191000797868728,18.790573414172698,0.5697929474700096,-99,51382,26380
1619191001099477529,18.75661138838248,0.5681865939028636,-99,51350,26380
1619191001250915050,18.75661138838248,0.5681865939028636,-99,51467,26380
1619191001579244375,18.727145040665732,0.5667780090598988,-99,51434,26380
1619191001728046417,18.70317281706417,0.5656236894805318,-99,51415,26380
1619191001877489328,18.70317281706417,0.5656236894805318,-99,51387,26380
1619191002040354728,18.67670384751726,0.5643416620963109,-99,51382,26380
1619191002197915315,18.661221786441246,0.5635961640346352,-98,51392,26380
1619191002522963047,18.605785346837735,0.5609417346900472,-97,51368,26380
1619191002680056095,18.605785346837735,0.5609417346900472,-97,51434,26380
1619191002841242551,18.576317852477885,0.5595578838419488,-97,51429,26380
1619191002996751070,18.541219006719615,0.5572203415251451,-98,51289,26380
1619191003156601667,18.515052096419055,0.5557486469874799,-99,51359,26380
1619191003327722311,18.488090949396067,0.5543009928089848,-100,51340,26380
1619191003645274162,18.47211559509951,0.5534132681340331,-102,51279,26380
1619191003822365045,18.44565752466508,0.5519231500259494,-104,51279,26380
1619191010946024656,17.86622723625227,0.5544323038148669,-103,51204,26380
1619191011109632253,17.84831689221417,0.5621417581683961,-103,51167,26380
1619191011288370609,17.841487584179106,0.5652418148192417,-104,51073,26380
1619191011640743732,17.81837941892124,0.576023838683799,-102,51064,26380
1619191011950969696,17.777409258926227,0.595813820497904,-100,51082,26380
1619191012107864141,17.760430053152547,0.6043404057158295,-101,51049,26380
1619191012273205757,17.760430053152547,0.6043404057158295,-100,51106,26380
1619191012609044075,17.733125802085198,0.5748255334193679,-99,51171,26380
1619191012784934997,17.728553975579487,0.5778827878692194,-100,51195,26380
1619191012966336965,17.724060723313514,0.5810543941568316,-99,51321,26380
1619191013149030208,17.718842504034527,0.584929684009527,-101,51190,26380
1619191013304353952,17.71647482419958,0.5867719553968485,-102,51068,26380
1619191017311602830,17.515940554420453,0.7709483076298191,-100,50899,26380
1619191017472875595,17.515940554420453,0.7709483076298191,-100,50796,26380
1619191017790683031,17.4961660585644,0.81632182331726,-100,50801,26380
1619191017953214406,17.492849450031215,0.8246883610016837,-100,50787,26380
1619191018102401494,17.484005768271217,0.8474481638623459,-99,50834,26380
1619191018283800125,17.484005768271217,0.8474481638623459,-99,50829,26380
1619191018462223052,17.442699746416125,0.8196618332796,-98,50782,26380
1619191018610522985,17.433402473653572,0.8518449500849741,-98,50688,26380
1619191018775815486,17.430088284344862,0.8638975790528249,-98,50721,26380
1619191018948670625,17.423956932912787,0.8871009804232663,-98,50670,26380
