time,x,y,rssi,tag_id
1619189967383580446,0.0,0.0,-84,417e764e
1619189994588268041,-0.004687500000000332,4.336808689942018e-19,-84,417e764e
1619190011878980636,-3.3176586478056436e-16,0.0031250000000000006,-83,417e764e
1619190011878980636,0.003124999999999669,0.004687500000000001,-83,417e764e
1619190042251571178,-0.004687500000000332,0.0031250000000000006,-81,417e764e
1619190057577446222,0.0015624999999996683,0.004687500000000001,-81,417e764e
1619190071089473962,0.3200934912685631,0.002497874709743626,-81,417e764e
1619190071089473962,1.1109793056585864,-0.019535374062688148,-81,417e764e
1619190071089473962,2.0872883386982464,-0.03918620285125311,-81,417e764e
1619190071089473962,3.3739045994137933,-0.023686230518663642,-81,417e764e
1619190130956668615,4.897681154110576,-0.011824970110398736,-83,417e764e
1619190130956668615,6.472135085074578,0.011799995439257027,-83,417e764e
1619190130956668615,7.658868495859902,0.018455549047742603,-83,417e764e
1619190130956668615,9.125802646555794,0.07576278241824475,-83,417e764e
1619190192070486545,11.187788956868168,0.1263986337978944,-74,417e764e
1619190205728636503,13.50144275257972,0.2171361415203048,-78,417e764e
1619190222091451406,15.893571573047382,0.3425062057168784,-65,417e764e
1619190237240979671,18.391621596148887,0.4379554715713043,-63,417e764e
1619190251296336889,20.536748367639294,0.5577412017542001,-67,417e764e
1619190266571955442,22.69333107775912,0.6572176145994968,-74,417e764e
1619190282774616718,25.046474457583592,0.6841342942815771,-81,417e764e
1619190282774616718,27.13589939494059,0.6379926263215836,-81,417e764e
1619190282774616718,29.30708273264789,0.5765778252768836,-81,417e764e
1619190324565792083,31.52090051637851,0.5101692482639262,-79,417e764e
1619190342176245212,33.573759808092035,0.5981826662416658,-83,417e764e
1619190342176245212,36.17943452135859,0.6866549814107863,-83,417e764e
1619190342176245212,38.98086035445569,0.7601021964552075,-83,417e764e
1619190342176245212,41.23906936612443,0.7935415525879108,-83,417e764e
1619190342176245212,42.94289687182957,0.8285799868941801,-83,417e764e
1619190342176245212,44.90305715453625,0.7940206131858751,-83,417e764e
1619190342176245212,46.66328724013581,0.8406375299511275,-83,417e764e
1619190342176245212,48.04543890015745,0.8746343895795903,-83,417e764e
1619190342176245212,49.6765114605864,0.8901297777658819,-83,417e764e
1619190342176245212,51.401856288200925,0.9266670157235026,-83,417e764e
1619190342176245212,53.34117406091139,0.9149092871357496,-83,417e764e
1619190342176245212,55.07874986260545,0.950990675557783,-83,417e764e
1619190342176245212,56.95063935356025,0.9554409140457878,-83,417e764e
1619190342176245212,58.71960526309922,0.9862098461507429,-83,417e764e
1619190342176245212,60.665463213819464,1.037221469185674,-83,417e764e
1619190342176245212,62.31791032451458,1.0419172822653664,-83,417e764e
1619190342176245212,64.17835856306519,1.0702526831261707,-83,417e764e
1619190342176245212,65.91212157176473,1.0898541362336047,-83,417e764e
1619190342176245212,67.60755924993909,1.1602284356197927,-83,417e764e
1619190342176245212,67.84003852391332,1.2675335156930743,-83,417e764e
1619190342176245212,67.0095591933499,1.0371041297914658,-83,417e764e
1619190342176245212,64.43375377474534,0.7145575339249106,-83,417e764e
1619190342176245212,62.40707513947146,0.4869522989995829,-83,417e764e
1619190342176245212,60.30646716425929,0.34465203161759206,-83,417e764e
1619190342176245212,58.049220782067614,0.41173885864436244,-83,417e764e
1619190342176245212,56.350370118809934,0.45248997611091824,-83,417e764e
1619190342176245212,54.205190179050156,0.6362367747253046,-83,417e764e
1619190342176245212,51.40951439379272,0.8439185788413823,-83,417e764e
1619190342176245212,49.23997090788969,0.8994813203598611,-83,417e764e
1619190342176245212,46.97477242722559,0.7533478157184348,-83,417e764e
1619190342176245212,44.990035318471456,0.6549997844444775,-83,417e764e
1619190342176245212,43.169131251859895,0.6640312030286921,-83,417e764e
1619190342176245212,41.16578928088705,0.6844000915000024,-83,417e764e
1619190342176245212,39.306343142279225,0.6976027905244706,-83,417e764e
1619190342176245212,37.274221588938076,0.7286309637766735,-83,417e764e
1619190342176245212,35.161852376976555,0.6880848708836425,-83,417e764e
1619190342176245212,33.03864669168742,0.6604775346422542,-83,417e764e
1619190342176245212,31.224208281992453,0.6229360712647534,-83,417e764e
1619190911044147968,29.380124214392296,0.6273320633736432,-78,417e764e
1619190911044147968,27.07064404065514,0.5621023937972858,-78,417e764e
1619190942328069925,24.598790174001373,0.6051255806128886,-77,417e764e
1619190957060944795,22.417644647493773,0.6048566549441894,-75,417e764e
1619190957060944795,20.464106680750945,0.6181735509005648,-75,417e764e
1619190957060944795,18.868984240466077,0.5708780385467378,-75,417e764e
1619191000741144657,17.690746800268954,0.6104525416679643,-73,417e764e
1619191017295254468,17.25620046258257,2.455504850432792,-56,417e764e
1619191032633852005,17.230266055127842,4.535292469158293,-55,417e764e
1619191047045709609,17.30677637627157,6.398392029455998,-69,417e764e
1619191060833095312,17.40343217179813,8.207972557893921,-63,417e764e
1619191074922090530,17.42421703120897,10.194257161371635,-59,417e764e
1619191092245218276,17.26618334858678,12.594246812361876,-53,417e764e
1619191092245218276,17.098678985954862,14.979671331706125,-53,417e764e
1619191121962759733,17.09281667257298,16.62540674335834,-53,417e764e
1619191137045516014,17.068488817464186,18.305149161616832,-56,417e764e
1619191150975654125,17.053834219084024,20.084058433484405,-52,417e764e
1619191165244112730,16.998817084314027,21.857380229868205,-48,417e764e
1619191180743228673,17.055696894162807,23.576022321170218,-50,417e764e
1619191197184224367,17.10624057144068,25.342291348869125,-50,417e764e
1619191211740339040,17.181938640333925,27.53356448206625,-50,417e764e
1619191225590400457,17.15114103634653,29.270922507218067,-46,417e764e
1619191240609287500,17.145959436599895,30.826299505755994,-51,417e764e
1619191255228338718,17.16470000491225,32.660414720776785,-51,417e764e
1619191270726442813,17.094226052731116,34.857190316499256,-49,417e764e
1619191285394170522,17.024339534653365,36.93813198477641,-47,417e764e
1619191299498936176,16.902447290829784,38.4880656122911,-49,417e764e
1619191316070503234,16.821411340060507,40.228855852631426,-46,417e764e
1619191330832336187,16.769685749407316,41.37717655382035,-46,417e764e
1619191344650643825,16.786421083832906,43.14056774082597,-40,417e764e
1619191359925185441,16.790274426105952,44.59420662097222,-40,417e764e
1619191375552766561,16.715417073166208,46.28952460135409,-40,417e764e
1619191390828168392,16.546505973956968,47.9550265825583,-40,417e764e
1619191405975978136,16.3012777912204,49.507281130636436,-44,417e764e
1619191421440869569,16.12519401521959,50.494310001934934,-40,417e764e
1619191437084617376,14.67876164356312,50.7299493462701,-40,417e764e
1619191451624163150,13.351137846749815,50.730160058053855,-40,417e764e
1619191466241166353,12.037678826099821,50.666005677616454,-40,417e764e
1619191481275587797,10.59806715979515,50.51875099568737,-40,417e764e
1619191495302289724,8.555667574911169,50.381300140651845,-40,417e764e
1619191510688977003,6.466675237067086,50.24754909998088,-44,417e764e
1619191526698634147,4.354108050294457,50.092152850026615,-48,417e764e
1619191539525083065,1.7029808355675442,50.05171563525474,-57,417e764e
1619191555695537567,-1.0558671998537292,50.09890520723023,-47,417e764e
1619191571689132213,-3.250528927842062,50.07525828100117,-48,417e764e
1619191584597600698,-6.061321100483205,50.002860856013285,-53,417e764e
1619191599920216560,-8.926989328080989,49.8827981425071,-55,417e764e
1619191616393978595,-9.238304685916404,50.19565943774931,-59,417e764e
1619191630884681224,-6.64205522578974,50.39864671165627,-52,417e764e
1619191647406955957,-4.556217258340112,50.52516086560415,-56,417e764e
1619191662296902656,-2.8408632924752766,50.677819013252616,-57,417e764e
1619191675990106821,-1.267110061330058,50.781827227721465,-54,417e764e
1619191690175141096,0.4105485181929751,50.64621982568957,-59,417e764e
1619191704889198303,2.380749673017597,50.68305260897617,-50,417e764e
1619191720388519287,5.236055272254571,50.69436292062146,-52,417e764e
1619191736031082868,7.080623530396267,50.718263192567676,-42,417e764e
1619191751897000074,9.03896349666419,50.75443382759268,-51,417e764e
1619191764627913475,11.004135218214586,50.707115425212606,-40,417e764e
1619191781839071035,12.656194361090797,50.5441847837601,-43,417e764e
1619191796840738296,14.206242910026518,50.53774605161287,-40,417e764e
1619191810947185039,15.781335991741294,50.32250057450024,-40,417e764e
1619191827389579772,16.19979172034774,49.16261658914016,-40,417e764e
1619191841241250514,16.28141111242087,47.36103686706585,-40,417e764e
1619191856129582166,16.257255190648127,45.898277871795344,-43,417e764e
1619191871916718482,16.193959559667498,44.39974908843742,-40,417e764e
1619191886808482646,16.106966623297623,42.90882464603517,-40,417e764e
1619191900306856155,16.09401367909703,41.423624506416914,-40,417e764e
1619191917644955635,16.162245471133545,39.56423861183451,-55,417e764e
1619191931656599760,16.227115501117297,38.09188222165572,-43,417e764e
1619191945809825897,16.26061084399035,36.74464209932347,-52,417e764e
1619191961836273908,16.275428136889012,35.28779492718685,-41,417e764e
1619191975846934318,16.324673432763277,33.79235523669092,-46,417e764e
1619191992258787870,16.406537707778327,32.07125573746474,-49,417e764e
1619192006172652482,16.415604664790393,30.530276377607194,-51,417e764e
1619192019623052120,16.49836906188056,28.287982324243373,-54,417e764e
1619192035090194463,16.55795134845816,26.457889250137143,-59,417e764e
1619192050141983747,16.635590117858143,25.00443664222483,-49,417e764e
1619192067157542705,16.657388080546255,23.171792821758473,-52,417e764e
1619192081904420614,16.627858606269072,21.491556673788637,-59,417e764e
1619192097549421787,16.599440701066015,19.649203828325895,-58,417e764e
1619192110679618597,16.580329737732825,17.74267875321771,-53,417e764e
1619192127551887989,16.682802922118142,15.779100018906021,-48,417e764e
1619192141739943265,16.773197566696567,13.72972279437063,-57,417e764e
1619192155574599266,16.622592615184345,12.240138605393902,-52,417e764e
1619192170336031913,16.69652981452211,9.966636944205149,-57,417e764e
1619192185163046360,16.72976122519512,8.313644367486312,-62,417e764e
1619192199846012353,16.68045622747985,5.975594617016405,-55,417e764e
1619192216528220415,16.647236249338235,4.067827570530405,-58,417e764e
1619192216528220415,16.623502883944212,2.4125473551330145,-58,417e764e
1619192245543030261,16.615198002143828,0.896678720993819,-72,417e764e
1619192260880855321,15.40865314349729,0.18755670843815508,-62,417e764e
1619192277162729024,13.706296451425786,0.21092979283282176,-62,417e764e
1619192290665035963,12.035287374052885,0.30838553250388046,-79,417e764e
1619192305424395322,10.664317360321036,0.41248775283374783,-80,417e764e
1619192321817437648,9.335970289790467,0.4405132618496985,-81,417e764e
1619192335477463722,7.8142558719903406,0.3903880664470556,-83,417e764e
1619192351186099767,6.053597870658024,0.420133619964318,-82,417e764e
1619192366793425083,4.408702795693941,0.3865703050760523,-80,417e764e
1619192366793425083,2.606361951601727,0.42513149296179265,-80,417e764e
1619192366793425083,1.1188573527054047,0.47022318360071225,-80,417e764e
1619192366793425083,-0.340953240281209,0.4615572277789095,-80,417e764e
1619192366793425083,-0.9738569641440193,0.4815792892190771,-80,417e764e
