time,x,y,rssi,tag_id
1619189980357488632,0.0,0.0,-57,417e7240
1619189995516543626,-0.004687500000000332,4.336808689942018e-19,-56,417e7240
1619190012470957756,-3.3176586478056436e-16,0.0031250000000000006,-56,417e7240
1619190024706814289,0.003124999999999669,0.004687500000000001,-57,417e7240
1619190042429012775,-0.004687500000000332,0.0031250000000000006,-57,417e7240
1619190055211157083,0.0015624999999996683,0.004687500000000001,-67,417e7240
1619190070899039745,0.3200934912685631,0.002497874709743626,-57,417e7240
1619190087100440263,1.1109793056585864,-0.019535374062688148,-43,417e7240
1619190101893529415,2.0872883386982464,-0.03918620285125311,-55,417e7240
1619190115394311189,3.3739045994137933,-0.023686230518663642,-50,417e7240
1619190131756558656,4.897681154110576,-0.011824970110398736,-56,417e7240
1619190146118435382,6.472135085074578,0.011799995439257027,-50,417e7240
1619190160097910165,7.658868495859902,0.018455549047742603,-40,417e7240
1619190175067620038,9.125802646555794,0.07576278241824475,-40,417e7240
1619190189943031549,11.187788956868168,0.1263986337978944,-41,417e7240
1619190206034129858,13.50144275257972,0.2171361415203048,-40,417e7240
1619190222586641311,15.893571573047382,0.3425062057168784,-59,417e7240
1619190236245712041,18.391621596148887,0.4379554715713043,-40,417e7240
1619190251456390857,20.536748367639294,0.5577412017542001,-40,417e7240
1619190267435235261,22.69333107775912,0.6572176145994968,-40,417e7240
1619190280806295394,25.046474457583592,0.6841342942815771,-43,417e7240
1619190296080030202,27.13589939494059,0.6379926263215836,-41,417e7240
1619190310922645568,29.30708273264789,0.5765778252768836,-44,417e7240
1619190326565598726,31.52090051637851,0.5101692482639262,-44,417e7240
1619190341360122919,33.573759808092035,0.5981826662416658,-55,417e7240
1619190355945975780,36.17943452135859,0.6866549814107863,-53,417e7240
1619190371766280174,38.98086035445569,0.7601021964552075,-60,417e7240
1619190386064608573,41.23906936612443,0.7935415525879108,-62,417e7240
1619190402105715513,42.94289687182957,0.8285799868941801,-56,417e7240
1619190416983026266,44.90305715453625,0.7940206131858751,-71,417e7240
1619190431630739688,46.66328724013581,0.8406375299511275,-65,417e7240
1619190444571330547,48.04543890015745,0.8746343895795903,-76,417e7240
1619190460853836774,49.6765114605864,0.8901297777658819,-66,417e7240
1619190474865972280,51.401856288200925,0.9266670157235026,-64,417e7240
1619190491082558393,53.34117406091139,0.9149092871357496,-65,417e7240
1619190505383395910,55.07874986260545,0.950990675557783,-64,417e7240
1619190520560873508,56.95063935356025,0.9554409140457878,-77,417e7240
1619190535434929132,58.71960526309922,0.9862098461507429,-68,417e7240
1619190550756681919,60.665463213819464,1.037221469185674,-73,417e7240
1619190566494661331,62.31791032451458,1.0419172822653664,-68,417e7240
1619190566494661331,64.17835856306519,1.0702526831261707,-68,417e7240
1619190595683547735,65.91212157176473,1.0898541362336047,-76,417e7240
1619190610238667488,67.60755924993909,1.1602284356197927,-77,417e7240
1619190625723047018,67.84003852391332,1.2675335156930743,-69,417e7240
1619190641972341060,67.0095591933499,1.0371041297914658,-71,417e7240
