x,y,time,rssi,tag_id,time,rssi,tag_id,time,rssi,tag_id
0.0,0.0,1619189980357488632,-57,417e7240,1619189967383580446,-84,417e764e,1619189981445741653,-40,417e62aa
-0.004687500000000332,4.336808689942018e-19,1619189995516543626,-56,417e7240,1619189994588268041,-84,417e764e,1619189996188982009,-40,417e62aa
-3.3176586478056436e-16,0.0031250000000000006,1619190012470957756,-56,417e7240,1619190011878980636,-83,417e764e,1619190010200346469,-40,417e62aa
0.003124999999999669,0.004687500000000001,1619190024706814289,-57,417e7240,1619190011878980636,-83,417e764e,1619190026208675861,-40,417e62aa
-0.004687500000000332,0.0031250000000000006,1619190042429012775,-57,417e7240,1619190042251571178,-81,417e764e,1619190040301084995,-40,417e62aa
0.0015624999999996683,0.004687500000000001,1619190055211157083,-67,417e7240,1619190057577446222,-81,417e764e,1619190054791576147,-40,417e62aa
0.3200934912685631,0.002497874709743626,1619190070899039745,-57,417e7240,1619190071089473962,-81,417e764e,1619190071954523801,-40,417e62aa
1.1109793056585864,-0.019535374062688148,1619190087100440263,-43,417e7240,1619190071089473962,-81,417e764e,1619190086604903936,-40,417e62aa
2.0872883386982464,-0.03918620285125311,1619190101893529415,-55,417e7240,1619190071089473962,-81,417e764e,1619190099911397933,-56,417e62aa
3.3739045994137933,-0.023686230518663642,1619190115394311189,-50,417e7240,1619190071089473962,-81,417e764e,1619190114771394014,-44,417e62aa
4.897681154110576,-0.011824970110398736,1619190131756558656,-56,417e7240,1619190130956668615,-83,417e764e,1619190131067349433,-40,417e62aa
6.472135085074578,0.011799995439257027,1619190146118435382,-50,417e7240,1619190130956668615,-83,417e764e,1619190144631247520,-40,417e62aa
7.658868495859902,0.018455549047742603,1619190160097910165,-40,417e7240,1619190130956668615,-83,417e764e,1619190160289882659,-40,417e62aa
9.125802646555794,0.07576278241824475,1619190175067620038,-40,417e7240,1619190130956668615,-83,417e764e,1619190174763408660,-40,417e62aa
11.187788956868168,0.1263986337978944,1619190189943031549,-41,417e7240,1619190192070486545,-74,417e764e,1619190191174925088,-58,417e62aa
13.50144275257972,0.2171361415203048,1619190206034129858,-40,417e7240,1619190205728636503,-78,417e764e,1619190205345290184,-40,417e62aa
15.893571573047382,0.3425062057168784,1619190222586641311,-59,417e7240,1619190222091451406,-65,417e764e,1619190221132086992,-40,417e62aa
18.391621596148887,0.4379554715713043,1619190236245712041,-40,417e7240,1619190237240979671,-63,417e764e,1619190236342471361,-47,417e62aa
20.536748367639294,0.5577412017542001,1619190251456390857,-40,417e7240,1619190251296336889,-67,417e764e,1619190249779520511,-49,417e62aa
22.69333107775912,0.6572176145994968,1619190267435235261,-40,417e7240,1619190266571955442,-74,417e764e,1619190265582667589,-53,417e62aa
25.046474457583592,0.6841342942815771,1619190280806295394,-43,417e7240,1619190282774616718,-81,417e764e,1619190282406386375,-54,417e62aa
27.13589939494059,0.6379926263215836,1619190296080030202,-41,417e7240,1619190282774616718,-81,417e764e,1619190296720696926,-50,417e62aa
29.30708273264789,0.5765778252768836,1619190310922645568,-44,417e7240,1619190282774616718,-81,417e764e,1619190311146906852,-66,417e62aa
31.52090051637851,0.5101692482639262,1619190326565598726,-44,417e7240,1619190324565792083,-79,417e764e,1619190326438083171,-46,417e62aa
33.573759808092035,0.5981826662416658,1619190341360122919,-55,417e7240,1619190342176245212,-83,417e764e,1619190340192709445,-51,417e62aa
36.17943452135859,0.6866549814107863,1619190355945975780,-53,417e7240,1619190342176245212,-83,417e764e,1619190357161296367,-49,417e62aa
38.98086035445569,0.7601021964552075,1619190371766280174,-60,417e7240,1619190342176245212,-83,417e764e,1619190370553274154,-47,417e62aa
41.23906936612443,0.7935415525879108,1619190386064608573,-62,417e7240,1619190342176245212,-83,417e764e,1619190387473004579,-53,417e62aa
42.94289687182957,0.8285799868941801,1619190402105715513,-56,417e7240,1619190342176245212,-83,417e764e,1619190401147366762,-54,417e62aa
44.90305715453625,0.7940206131858751,1619190416983026266,-71,417e7240,1619190342176245212,-83,417e764e,1619190415719433784,-57,417e62aa
46.66328724013581,0.8406375299511275,1619190431630739688,-65,417e7240,1619190342176245212,-83,417e764e,1619190430736761808,-52,417e62aa
48.04543890015745,0.8746343895795903,1619190444571330547,-76,417e7240,1619190342176245212,-83,417e764e,1619190445244650840,-69,417e62aa
49.6765114605864,0.8901297777658819,1619190460853836774,-66,417e7240,1619190342176245212,-83,417e764e,1619190459718237400,-59,417e62aa
51.401856288200925,0.9266670157235026,1619190474865972280,-64,417e7240,1619190342176245212,-83,417e764e,1619190476640198707,-59,417e62aa
53.34117406091139,0.9149092871357496,1619190491082558393,-65,417e7240,1619190342176245212,-83,417e764e,1619190490490205526,-59,417e62aa
55.07874986260545,0.950990675557783,1619190505383395910,-64,417e7240,1619190342176245212,-83,417e764e,1619190507539893150,-55,417e62aa
56.95063935356025,0.9554409140457878,1619190520560873508,-77,417e7240,1619190342176245212,-83,417e764e,1619190521953015804,-54,417e62aa
58.71960526309922,0.9862098461507429,1619190535434929132,-68,417e7240,1619190342176245212,-83,417e764e,1619190536891116619,-53,417e62aa
60.665463213819464,1.037221469185674,1619190550756681919,-73,417e7240,1619190342176245212,-83,417e764e,1619190550165684461,-58,417e62aa
62.31791032451458,1.0419172822653664,1619190566494661331,-68,417e7240,1619190342176245212,-83,417e764e,1619190566431105375,-61,417e62aa
64.17835856306519,1.0702526831261707,1619190566494661331,-68,417e7240,1619190342176245212,-83,417e764e,1619190580682809829,-61,417e62aa
65.91212157176473,1.0898541362336047,1619190595683547735,-76,417e7240,1619190342176245212,-83,417e764e,1619190595715824604,-68,417e62aa
67.60755924993909,1.1602284356197927,1619190610238667488,-77,417e7240,1619190342176245212,-83,417e764e,1619190609599291324,-69,417e62aa
67.84003852391332,1.2675335156930743,1619190625723047018,-69,417e7240,1619190342176245212,-83,417e764e,1619190627321651220,-69,417e62aa
67.0095591933499,1.0371041297914658,1619190641972341060,-71,417e7240,1619190342176245212,-83,417e764e,1619190641556727886,-56,417e62aa
64.43375377474534,0.7145575339249106,1619190654991608858,-75,417e7240,1619190342176245212,-83,417e764e,1619190655407558917,-67,417e62aa
