time,x,y,A0,A01,A02,A04,A06,A10,A9,A11,A12,A15,A16,A17,A19,A20,A24
1.60135453166458E+018,101.809287592863,-0.898857304657167,58,0,0,47,40,0,0,0,0,0,0,0,0,0,0
1.60135453674458E+018,103.070978958195,-2.49788590563796,65,0,0,56,40,0,0,0,0,0,0,0,0,0,0
1.60135454170458E+018,104.248263667214,-4.08365578737634,61,0,0,56,40,0,0,0,0,0,0,0,0,0,0
1.60135454666458E+018,104.925800272631,-5.05955167523168,66,0,0,60,40,0,0,0,0,0,0,0,0,0,0
1.60135455162458E+018,105.8136491422,-6.36308793906875,69,0,0,55,40,0,0,0,0,0,0,0,0,0,0
1.60135455678458E+018,106.94902125504,-8.06666286902836,73,0,0,57,40,0,0,0,0,0,0,0,0,0,0
1.60135456170458E+018,107.979603556618,-9.75229397281371,64,0,0,57,43,0,0,0,0,0,0,0,0,0,0
1.60135456666459E+018,108.939627852692,-11.4795272325228,56,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135457162458E+018,109.834738478967,-13.2394080650936,53,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135457678458E+018,110.739419946337,-15.0868293545466,53,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135458174459E+018,111.497558286296,-16.9142213456385,57,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135458658458E+018,112.224555371524,-18.7093180904383,56,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135459174458E+018,112.891131541478,-20.6549511193468,54,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135459666458E+018,113.347432993448,-22.5785476868894,56,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135460174454E+018,113.777028330079,-24.5497517534821,54,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135460662458E+018,114.345467060716,-26.4116052486577,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135461166457E+018,114.746670321282,-28.3901638930786,57,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135461660458E+018,114.905428717378,-30.3412704123845,56,0,0,70,40,0,0,0,0,0,0,0,0,0,0
1.60135462170461E+018,115.284390929585,-32.3341192208129,47,0,0,74,40,0,0,0,0,0,0,0,0,0,0
1.60135462662458E+018,115.461564910116,-34.2980803971986,51,0,0,73,40,0,0,0,0,0,0,0,0,0,0
1.60135463178458E+018,115.60136148064,-36.1534076270878,48,0,0,78,40,0,0,0,0,0,0,0,0,0,0
1.60135463664458E+018,115.709224824829,-37.888265356329,47,0,0,80,40,0,0,0,0,0,0,0,0,0,0
1.60135464170457E+018,115.821682425983,-39.8990093947481,45,0,0,0,40,0,0,0,0,0,0,0,0,0,0
1.60135464666461E+018,115.618795431351,-41.8652333506121,42,0,0,0,44,0,0,0,0,0,0,0,0,0,0
1.60135465178458E+018,115.357337279498,-43.9076226044381,44,0,0,81,40,0,0,0,0,0,0,0,0,0,0
1.6013546567846E+018,115.262958612502,-45.8982138406802,46,0,0,80,48,0,0,0,0,0,0,0,0,0,0
1.60135466170461E+018,114.90509184066,-47.8229541388865,41,0,0,79,40,0,0,0,0,0,0,0,0,0,0
1.60135466658458E+018,114.67736522252,-49.7655628567442,40,0,0,80,40,0,0,0,0,0,0,0,0,0,0
1.60135467166458E+018,114.139516169317,-51.7029274676323,40,0,0,84,40,0,0,0,0,0,0,0,0,0,0
1.60135467658458E+018,113.624938162028,-53.6103813325859,40,0,0,85,46,0,0,0,0,0,0,0,0,0,0
1.60135468162458E+018,113.187000663441,-55.5553498031824,40,0,0,0,49,0,0,0,0,0,0,0,0,0,0
1.60135468660458E+018,112.496669861568,-57.4287401246294,40,0,0,84,48,0,0,0,0,0,0,0,0,0,0
1.60135469174461E+018,111.689260379532,-59.3159924753587,40,0,0,84,48,0,0,0,0,0,0,0,0,0,0
1.60135469668461E+018,110.971232383951,-61.1381951986308,40,0,0,0,46,0,0,0,0,0,0,0,0,0,0
1.60135470172458E+018,110.139033564863,-62.9743828915557,50,0,0,0,41,0,0,0,0,0,0,0,0,0,0
1.60135470656458E+018,109.266413331911,-64.6990158047418,40,0,0,0,43,0,0,0,0,0,0,0,0,0,0
1.60135471168459E+018,108.310024861548,-66.4967338145077,40,0,0,0,44,0,0,0,0,0,0,0,0,0,0
1.60135471660458E+018,107.345954690806,-68.2196512196952,40,0,0,85,47,0,0,0,0,0,0,0,0,0,0
1.60135472172461E+018,106.275980015604,-69.9577978575011,40,0,0,82,53,76,67,80,0,0,0,0,0,0,0
1.60135472672458E+018,105.019763285558,-71.5065442771409,40,0,0,83,57,54,58,65,0,0,0,0,0,0,0
1.6013547316846E+018,104.171664682342,-72.5820931270819,40,0,0,0,55,69,66,0,0,0,0,0,0,0,0
1.60135473668454E+018,104.869193200775,-71.6283724344609,40,0,0,0,57,75,75,0,0,0,0,0,0,0,0
1.60135474176458E+018,105.70664336798,-70.2852530632173,40,0,0,0,57,70,59,0,82,0,0,0,0,0,0
1.60135474668458E+018,106.08986603162,-70.406369505317,40,0,0,0,55,52,56,53,56,0,0,0,0,0,0
1.60135475160458E+018,107.197945983134,-70.8366405511615,40,0,0,0,0,47,55,54,55,68,0,0,0,0,0
1.60135475664458E+018,107.683480660124,-71.1153647412838,40,0,0,0,0,51,46,58,55,67,78,0,0,0,0
1.60135476160458E+018,109.418291201516,-72.0222885493726,40,0,0,0,68,50,47,57,57,69,80,0,0,0,0
1.60135476660458E+018,111.176847411064,-72.9458114460469,40,0,0,0,73,50,40,53,57,71,82,0,0,0,0
1.60135477174458E+018,112.882893762692,-74.0892339120327,40,0,0,0,81,52,50,51,53,68,80,0,0,0,0
1.60135477676458E+018,114.503540333339,-75.2918371289198,40,0,0,0,0,46,40,46,49,63,76,78,0,0,0
1.60135478164458E+018,116.046262467735,-76.4653303139391,40,0,0,0,0,57,42,50,51,67,78,0,0,0,0
1.60135478680458E+018,117.603347901002,-77.8124853398633,40,0,0,0,0,40,40,52,52,65,78,78,0,0,0
1.60135479172458E+018,119.053052433735,-79.1564059986077,40,0,0,0,0,40,47,48,48,63,77,77,0,0,0
1.60135479666458E+018,120.47959794131,-80.5241393538201,40,0,0,0,0,40,40,49,50,65,79,0,0,0,0
1.60135480158462E+018,121.744469632439,-82.0211313103751,40,0,0,0,0,41,40,49,49,65,79,0,0,0,0
1.60135480678459E+018,123.121339853988,-83.5823121275737,40,0,0,0,0,0,40,56,52,64,76,78,0,0,0
1.60135481162458E+018,124.314879542386,-85.0956326462638,50,0,0,0,0,57,40,47,49,61,76,75,0,0,0
1.60135481674458E+018,125.426068106962,-86.7915814542527,44,0,0,0,0,40,40,58,63,69,75,76,0,0,0
1.60135482178458E+018,126.673887829249,-88.3690199611742,40,0,0,0,0,40,40,43,56,69,75,73,0,0,0
1.60135482662458E+018,127.784020279085,-89.9589779741705,40,0,0,0,0,40,40,44,48,73,76,74,0,0,0
1.60135483168456E+018,129.002200745771,-91.569106012393,45,0,0,0,0,40,41,0,0,0,0,0,0,0,0
1.60135483662458E+018,129.795155047244,-93.0827787796252,50,0,0,0,0,40,40,44,44,61,73,0,0,0,0
1.60135484170458E+018,130.634936530725,-94.5965076342591,55,0,0,0,0,44,42,42,43,56,69,74,0,0,0
1.60135484672458E+018,131.309128500299,-95.8857194495564,51,0,0,0,0,40,48,40,43,56,70,74,0,0,0
1.60135485160458E+018,131.646645345116,-96.5583575091437,47,0,0,0,0,40,47,40,42,54,68,72,0,0,0
1.60135485668458E+018,132.537981260982,-98.3797284267786,46,0,0,0,0,40,44,40,42,54,69,73,0,0,0
1.60135486164458E+018,133.427012486826,-100.137839730984,51,0,0,0,0,40,40,41,0,55,66,72,0,0,0
1.60135486676458E+018,134.281422286323,-101.984562064399,51,0,0,0,0,40,40,49,52,57,67,69,0,0,0
1.60135487172458E+018,134.924727226339,-103.851763721526,46,0,0,0,0,40,43,40,43,60,68,69,0,0,0
1.60135487668458E+018,135.534416486484,-105.749465717474,54,0,0,0,0,40,47,42,40,59,68,68,0,0,0
1.60135488164458E+018,136.113805316476,-107.643129538504,65,0,0,0,0,40,52,40,40,59,74,71,0,0,0
1.60135488676467E+018,136.723258023088,-109.586485425264,60,0,0,0,0,40,48,40,40,54,79,73,0,0,0
1.60135489168458E+018,137.162952452064,-111.515169480282,63,0,0,0,0,40,50,40,40,56,78,73,0,0,0
1.60135489676458E+018,137.585135213321,-113.487856290846,57,0,0,0,0,40,53,40,40,52,72,74,0,0,0
1.60135490172458E+018,137.930379902049,-115.435622873874,60,0,0,0,0,40,59,40,40,51,67,71,0,0,0
1.60135490678458E+018,138.306147666763,-117.417011486823,63,0,0,0,0,40,62,40,40,47,63,67,0,0,0
1.6013549116846E+018,138.485726118702,-119.364410090795,0,0,0,0,0,40,57,40,40,48,63,63,0,0,0
1.60135491676458E+018,138.627897957726,-121.396441351999,64,0,0,0,0,41,58,40,40,50,68,63,0,0,0
1.60135492168459E+018,138.843125959466,-123.336576256041,65,0,0,0,0,40,56,40,40,53,81,63,0,0,0
1.60135492656461E+018,138.935245892499,-125.292052667782,61,0,0,0,0,40,57,40,40,52,76,61,0,0,0
1.60135493174454E+018,138.919043861646,-127.353406087065,59,0,0,0,0,0,55,40,40,53,64,61,0,0,0
1.60135493668458E+018,138.776240552242,-129.329198132165,60,0,0,0,0,40,59,40,42,58,57,60,0,0,0
1.60135494160458E+018,138.640195615178,-131.286826523823,64,0,0,0,0,44,0,40,40,51,58,61,0,0,0
1.60135494664458E+018,138.378237714933,-133.283072962618,65,0,0,0,0,45,0,40,40,44,56,61,0,0,0
1.60135495168458E+018,138.097964583242,-135.283774368044,0,0,0,0,0,0,0,40,40,43,57,61,0,0,0
1.60135495666458E+018,137.779933267251,-137.236514400925,65,0,0,0,0,54,71,40,40,41,55,58,0,0,0
1.60135496166458E+018,137.347904430866,-139.187046652077,63,0,0,0,0,55,67,43,40,40,54,56,0,0,0
1.6013549666846E+018,136.799480984905,-141.130833989863,59,0,0,0,0,44,65,40,40,42,56,56,0,0,0
1.60135497164461E+018,136.390447459497,-143.071546530413,65,0,0,0,0,47,70,40,40,43,55,54,0,0,0
1.60135497672458E+018,135.851347820951,-145.010414217002,71,0,0,0,0,53,70,40,40,46,55,52,0,0,0
1.60135498168458E+018,135.256387358526,-146.916234066588,69,0,0,0,0,50,70,40,40,40,52,53,0,0,0
1.60135498672456E+018,134.422334551071,-148.726976400945,74,0,0,0,0,54,71,40,40,44,48,57,0,0,0
1.60135499168458E+018,133.498630801125,-150.498960945176,77,0,0,0,0,67,71,51,40,40,51,68,0,0,0
1.60135499668458E+018,132.75204021802,-152.345932886055,75,0,0,0,0,74,73,47,40,40,55,61,0,0,0
1.60135500170458E+018,131.866353945395,-154.137869607887,76,0,0,0,0,0,73,42,40,40,52,55,0,0,0
1.60135500662458E+018,130.896238646691,-155.831540258345,72,0,0,0,0,69,72,43,40,40,53,50,79,0,0
1.60135501174458E+018,129.805419733676,-157.579347261868,75,0,0,0,0,62,76,46,40,40,0,49,77,0,0
1.60135501670458E+018,128.704650401343,-159.222619742982,74,0,0,0,0,60,74,59,40,40,46,48,73,0,0
1.60135502166461E+018,127.531824121853,-160.811055901834,77,0,0,0,0,60,0,50,40,40,48,49,75,0,0
1.60135502672458E+018,126.351788964668,-162.444654911414,77,0,0,0,0,59,75,45,40,47,40,50,74,0,0
1.60135503172458E+018,125.094842886899,-164.002525956799,76,0,0,0,0,62,0,44,40,40,41,56,76,0,0
1.60135503664458E+018,123.824774786305,-165.521289156896,75,0,0,0,0,60,0,48,40,40,40,49,0,0,0
1.60135504176458E+018,122.506489019017,-167.067584560591,76,0,0,0,0,64,0,46,40,40,47,42,0,0,0
1.60135504664458E+018,121.039801830596,-168.360764820706,75,0,0,0,0,68,0,46,40,40,41,41,74,0,0
1.60135505172458E+018,119.598710065105,-169.770208943261,73,0,0,0,0,68,0,51,40,40,40,42,70,0,0
1.60135505662458E+018,118.102611055424,-171.028645734077,76,0,0,0,0,67,0,58,40,40,40,41,69,0,0
1.60135506176458E+018,116.580527025477,-172.412315665364,76,0,0,0,0,64,0,61,54,40,40,40,67,0,0
1.60135506666458E+018,115.080307247468,-173.669409383403,79,0,0,0,0,66,0,59,44,40,40,42,66,0,0
1.60135507166458E+018,113.416757979502,-174.76911660863,76,0,0,0,0,60,0,55,40,40,40,46,69,0,0
1.60135507678458E+018,111.689882433733,-175.849082271533,79,0,0,0,0,63,0,54,40,40,40,40,69,0,0
1.60135508174455E+018,110.04884916707,-176.945654485616,78,0,0,0,0,64,0,55,40,40,40,40,73,0,0
1.60135508670458E+018,108.355634934685,-177.96397727182,0,0,0,0,0,65,0,60,0,42,40,40,79,0,0
1.60135509170458E+018,106.57793337215,-178.871753233735,0,0,0,0,0,0,0,0,0,48,40,46,73,0,0
1.60135509666461E+018,104.780679017591,-179.745915623909,0,0,0,0,0,0,0,0,43,41,40,51,67,0,0
1.60135510166461E+018,103.002792229141,-180.648426596911,0,0,0,0,0,0,0,67,0,42,40,44,65,0,0
1.60135510658458E+018,101.30338785949,-181.25397355953,0,0,0,0,0,72,0,62,59,42,40,40,65,0,0
1.60135511174458E+018,99.4726255279101,-181.940675613545,81,0,0,0,0,70,0,61,53,45,40,40,64,0,0
1.60135511678458E+018,97.6156449154835,-182.72102259769,0,0,0,0,0,75,0,64,52,43,40,40,62,0,0
1.60135512154458E+018,95.8269330418802,-183.344469323894,0,0,0,0,0,72,0,60,46,45,40,40,59,0,0
1.60135512662461E+018,93.8633439486843,-183.889102357253,0,0,0,0,0,71,0,63,46,63,40,40,60,0,0
1.60135513174458E+018,91.8462779069982,-184.180933609308,0,0,0,0,0,70,0,62,42,57,40,40,64,0,0
1.60135513678458E+018,89.8843671196365,-184.636201339976,0,0,0,0,0,73,0,63,42,47,40,40,66,0,0
1.60135514164458E+018,87.9796563388835,-184.971629069955,0,0,0,0,0,72,0,65,44,44,52,40,60,0,0
1.60135514674458E+018,85.9557049117015,-185.200900522987,0,0,0,0,0,0,0,66,44,44,46,40,58,0,0
1.60135515168458E+018,83.992206024111,-185.450063135556,0,0,0,0,0,0,0,71,52,47,52,40,49,0,0
1.60135515670458E+018,81.9961694475058,-185.460196359385,0,0,0,0,0,75,0,73,54,47,49,40,51,0,0
1.60135516170458E+018,79.9965935071523,-185.487521891,0,0,0,0,0,0,0,74,60,50,46,40,49,0,0
1.60135516670458E+018,78.0004978722571,-185.516692624771,0,0,0,0,0,78,0,76,61,0,0,40,52,0,0
1.60135517162458E+018,76.1305790651222,-186.134704476151,0,0,0,0,0,0,0,72,56,61,43,40,40,0,0
1.6013551766246E+018,74.3295244989248,-186.939836245559,0,0,0,0,0,0,0,72,52,62,46,42,40,0,0
1.60135518170458E+018,72.6639891723648,-187.68639588241,0,0,0,0,0,0,0,0,67,0,61,41,40,0,0
1.60135518662456E+018,70.8321883946842,-188.354787516963,0,0,0,0,0,0,0,0,0,69,57,47,40,0,0
1.60135519170458E+018,68.8812349391227,-188.951200659024,0,0,0,0,0,0,0,0,75,70,53,42,40,0,0
1.60135519662458E+018,66.9957717275117,-189.46732895808,0,0,0,0,0,0,0,0,69,63,54,41,40,78,0
1.60135520166458E+018,65.0798077363873,-190.085327173164,0,0,0,0,0,0,0,0,78,0,70,49,40,76,0
1.60135520658458E+018,63.1904241672918,-190.594468114657,0,0,0,0,0,0,0,0,0,0,0,45,40,75,0
1.60135521174458E+018,61.1565148035258,-190.888039332726,0,0,0,0,0,0,0,0,0,76,68,52,40,75,0
1.60135521666458E+018,59.2061857562181,-191.220700718217,0,0,0,0,0,0,0,0,79,0,74,56,40,73,0
1.60135522172458E+018,57.2202386657983,-191.556207280746,0,0,0,0,0,0,0,0,79,0,71,57,40,72,0
1.60135522662458E+018,55.2688347891649,-191.61325157929,0,0,0,0,0,0,0,0,75,81,69,58,40,59,0
1.60135523178456E+018,53.2800602980948,-192.110374724237,0,0,0,0,0,0,0,0,0,0,77,56,40,53,0
1.60135523674455E+018,52.2954027231342,-193.427622171896,0,0,0,0,0,0,0,0,0,0,71,56,40,59,59
1.60135524174459E+018,52.0128790539394,-193.810775905707,0,0,0,0,0,0,0,0,0,0,0,0,40,47,61
1.60135524674458E+018,50.5980217611593,-194.217062472155,0,0,0,0,0,0,0,0,0,0,80,69,40,48,0
1.60135525166458E+018,50.3252010947896,-194.162513817201,0,0,0,0,0,0,0,0,0,0,0,0,40,50,80
1.60135525666459E+018,50.2180328812506,-194.116387504318,0,0,0,0,0,0,0,0,0,0,0,78,40,69,68
1.60135526162459E+018,49.2058696299686,-193.395923860521,0,0,0,0,0,0,0,0,0,0,0,76,46,64,65
1.60135526670461E+018,47.5729094440198,-192.254199087685,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
1.60135527162455E+018,46.0410244543275,-191.011692065171,0,0,0,0,0,0,0,0,0,0,0,0,40,62,80
1.60135527674458E+018,44.5148134592848,-189.666829862784,0,0,0,0,0,0,0,0,0,0,0,0,40,67,76
1.60135528162458E+018,43.1582865100565,-188.263489370091,0,0,0,0,0,0,0,0,0,0,0,0,48,65,78
1.60135528674459E+018,41.6989952573561,-186.846133477435,0,0,0,0,0,0,0,0,0,0,0,0,48,69,0
1.60135529162458E+018,40.2443921505318,-185.542107360317,0,0,0,0,0,0,0,0,0,0,0,0,56,73,0
1.60135529662458E+018,38.8994519198223,-184.076840517477,0,0,0,0,0,0,0,0,0,0,0,0,58,79,0
1.60135530166458E+018,37.6761634792669,-182.502091916578,0,0,0,0,0,0,0,0,0,0,0,0,52,73,0
1.60135530668458E+018,36.3813346242346,-180.965264461521,0,0,0,0,0,0,0,0,0,0,0,0,48,80,0
1.60135531166459E+018,35.1335891146248,-179.437177176322,0,0,0,0,0,0,0,0,0,0,0,0,52,75,0
1.60135531662458E+018,33.9497182230086,-177.849865389476,0,0,0,0,0,0,0,0,0,0,0,0,47,70,0
1.60135532170458E+018,32.8310735203664,-176.183819208262,0,0,0,0,0,0,0,0,0,0,0,0,51,81,0
1.60135532666465E+018,32.4441069221532,-175.826056514444,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0
1.60135533176458E+018,32.9546673572027,-176.505192735667,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
1.60135533666461E+018,34.0014283045179,-177.597279578506,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0
1.60135534172458E+018,34.9123372359977,-178.655026413232,0,0,0,0,0,0,0,0,0,0,0,0,53,75,0
1.60135534678458E+018,36.1972749023156,-180.189920002836,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0
1.60135535170458E+018,37.3118792977732,-181.568408753215,0,0,0,0,0,0,0,0,0,0,0,0,56,80,0
1.60135535662458E+018,38.4332075247954,-182.908867139173,0,0,0,0,0,0,0,0,0,0,0,0,46,78,0
1.60135536170458E+018,39.6019422182076,-184.324209874602,0,0,0,0,0,0,0,0,0,0,0,0,63,71,0
1.60135536662469E+018,40.7765900907906,-185.878497549699,0,0,0,0,0,0,0,0,0,0,0,0,46,73,0
1.60135537168461E+018,41.5691696455056,-187.081856854696,0,0,0,0,0,0,0,0,0,0,0,0,56,72,0
1.60135537674458E+018,42.327755792001,-188.25951048955,0,0,0,0,0,0,0,0,0,0,0,0,60,70,0
1.60135538172458E+018,43.173944378287,-189.60823408035,0,0,0,0,0,0,0,0,0,0,0,0,48,68,78
1.60135538664459E+018,43.9059917082007,-190.941974630226,0,0,0,0,0,0,0,0,0,0,0,0,43,62,75
1.60135539160458E+018,44.9364633666036,-192.615099417824,0,0,0,0,0,0,0,0,0,0,0,0,44,65,76
1.60135539664458E+018,45.772185148758,-194.443732171228,0,0,0,0,0,0,0,0,0,0,0,0,40,62,77
1.60135540164457E+018,46.4181353398769,-196.333618238404,0,0,0,0,0,0,0,0,0,0,0,0,40,59,78
1.60135540678458E+018,46.9535590731572,-198.201074094076,0,0,0,0,0,0,0,0,0,0,0,0,40,64,75
1.60135541176458E+018,45.2162575069921,-199.063385337778,0,0,0,0,0,0,0,0,0,0,0,0,40,46,59
1.60135541668458E+018,43.419251103936,-199.873707400148,0,0,0,0,0,0,0,0,0,0,0,0,40,40,61
1.60135542160457E+018,41.5215337716924,-200.321916935532,0,0,0,0,0,0,0,0,0,0,0,0,40,40,68
1.60135542674458E+018,39.5417656537651,-200.887115726214,0,0,0,0,0,0,0,0,0,0,0,0,40,40,65
1.60135543172458E+018,37.6176168060706,-201.400284383939,0,0,0,0,0,0,0,0,0,0,0,0,40,40,55
1.60135543670454E+018,35.7161001932807,-201.916438722575,0,0,0,0,0,0,0,0,0,0,0,0,40,40,47
1.60135544174458E+018,33.7338307947449,-202.284761000445,0,0,0,0,0,0,0,0,0,0,0,0,40,40,48
1.60135544662459E+018,31.8109450277173,-202.630044930939,0,0,0,0,0,0,0,0,0,0,0,0,40,40,46
1.60135545166459E+018,30.0388829092786,-202.952849483199,0,0,0,0,0,0,0,0,0,0,0,0,40,40,45
1.60135545670458E+018,28.2216075581129,-203.027780941923,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
1.60135546174458E+018,26.6306017170821,-203.161260508626,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
1.60135546662458E+018,24.7384234908229,-203.517704394864,0,0,0,0,0,0,0,0,0,0,0,0,40,40,44
1.60135547172458E+018,22.7093271159214,-203.670734908043,0,0,0,0,0,0,0,0,0,0,0,0,40,40,62
1.60135547678458E+018,20.8718993636884,-203.754633761902,0,0,0,0,0,0,0,0,0,0,0,0,40,40,43
1.60135548162458E+018,18.9571322000672,-203.806507718438,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40
1.60135548666458E+018,16.9449366158973,-203.818540450576,0,0,0,0,0,0,0,0,0,0,0,0,43,40,40
