time,x,y,26453,27170,27183,27157,27180,27141,27160
1599810162077064990,-42.15098092,28.68082021,0,0,-80,0,0,0,0
1599810162438542604,-42.05231221,28.65492384,0,0,-80,0,0,0,0
1599810162792431354,-41.97644147,28.63549133,0,0,-80,0,0,0,0
1599810163151909351,-41.89457812,28.61909692,0,0,-79,0,0,0,0
1599810163514126300,-41.82042724,28.60788862,0,0,-80,0,0,0,0
1599810163869527101,-41.76769291,28.60263392,0,0,-81,0,0,0,0
1599810164237012147,-41.68792729,28.5965152,0,0,-81,0,0,0,0
1599810164604981184,-41.58920426,28.5891172,0,0,-82,0,0,0,0
1599810164964031457,-41.5094578,28.58275536,0,0,-81,0,0,0,0
1599810165325437545,-41.40883192,28.57410279,0,0,-80,0,0,0,0
1599810166032785654,-41.20510319,28.54930983,0,0,-82,0,0,0,0
1599810166395653009,-41.82443487,26.05017156,0,0,-80,0,0,0,0
1599810166754358291,-41.03098088,28.51496859,0,0,-79,0,0,0,0
1599810167114522933,-40.92576408,28.4906139,0,0,-81,0,0,0,0
1599810167472050428,-40.8547807,28.47357518,0,0,-79,0,0,0,0
1599810167835932254,-40.76457971,28.44900236,0,0,-79,0,0,0,0
1599810168192985296,-40.69308905,28.42476276,0,0,-78,0,0,0,0
1599810168556486368,-40.59714159,28.48916508,0,0,-78,0,0,0,0
1599810168916169404,-40.50965412,28.44730647,0,0,-78,0,0,0,0
1599810169280903577,-40.44397662,28.41214761,0,0,-78,0,0,0,0
1599810169646085739,-40.35803852,28.36103629,0,0,-79,0,0,0,0
1599810170008043766,-40.27255451,28.30631926,0,0,-79,0,0,0,0
1599810170360101222,-40.21230854,28.26598803,0,0,-79,0,0,0,0
1599810170728026866,-40.12953293,28.20812124,0,0,-78,0,0,0,0
1599810171101047515,-40.04898408,28.1488638,0,0,-79,0,0,0,0
1599810171449215888,-39.98706203,28.1014353,0,0,-79,0,0,0,0
1599810171810713768,-39.94046674,28.10777052,0,0,-79,0,0,0,0
1599810172168362140,-39.88712825,28.05720257,0,0,-79,0,0,0,0
1599810172527309894,-39.81683799,27.98963422,0,0,-79,0,0,0,0
1599810172883847951,-39.76453093,27.93871331,0,0,-79,0,0,0,0
1599810173238121271,-39.71074136,27.8864482,0,0,-80,0,0,0,0
1599810173609080314,-39.65769161,27.83777802,0,0,-81,0,0,0,0
1599810173965175151,-39.62210415,27.80707764,0,0,-79,0,0,0,0
1599810174326159477,-39.56446004,27.75754842,0,0,-79,0,0,0,0
1599810174691382646,-39.58537692,27.76890285,0,0,-80,0,0,0,0
1599810175047322511,-39.52215212,27.70913996,0,0,-82,0,0,0,0
1599810175412584543,-39.45258897,27.64225813,0,0,-81,0,0,0,0
1599810176127176284,-39.33598634,27.53051765,0,0,-82,0,0,0,0
1599810176486410379,-39.29077096,27.48736904,0,0,-83,0,0,0,0
1599810176845773935,-39.23436263,27.43422625,0,0,-81,0,0,0,0
1599810177204662322,-39.17208519,27.37637735,0,0,-83,0,0,0,0
1599810177571732044,-39.12798047,27.3282193,0,0,-86,0,0,0,0
1599810177892402648,-39.0817795,27.28214628,0,0,0,-101,0,0,0
1599810177935918092,-39.06084119,27.26281141,0,0,-82,0,0,0,0
1599810178267103672,-39.00776805,27.21342039,0,0,0,-101,0,0,0
1599810178312130928,-38.98942491,27.19643426,0,0,-82,0,0,0,0
1599810178639337539,-38.93772737,27.14850108,0,0,0,-101,0,0,0
1599810178681208848,-38.93772737,27.14850108,0,0,-86,0,0,0,0
1599810179016153812,-38.86674141,27.08239539,0,0,0,-100,0,0,0
1599810179065761327,-38.86674141,27.08239539,0,0,-86,0,0,0,0
1599810179378627538,-38.81410485,27.03326953,0,0,0,-103,0,0,0
1599810179428790807,-38.79651071,27.01694643,0,0,-90,0,0,0,0
1599810179799009084,-38.72730421,26.95259839,0,0,-86,0,0,0,0
1599810180163108348,-38.67490198,26.90395472,0,0,-87,0,0,0,0
1599810180525287628,-38.60577205,26.84100257,0,0,-90,0,0,0,0
1599810180889953136,-38.58001802,26.80472446,0,0,-91,0,0,0,0
1599810181248295307,-38.52815097,26.75697469,0,0,-92,0,0,0,0
1599810181610003709,-38.44875739,26.68524566,0,0,-95,0,0,0,0
1599810181977847576,-38.39591698,26.63857517,0,0,-91,0,0,0,0
1599810182343710422,-38.32011365,26.57183064,0,0,-88,0,0,0,0
1599810182708300590,-38.24330612,26.50471542,0,0,-88,0,0,0,0
1599810183070976972,-38.18920126,26.45952008,0,0,-89,0,0,0,0
1599810183421333312,-38.11661582,26.40218598,0,0,0,-104,0,0,0
1599810183466453313,-38.11661582,26.40218598,0,0,-87,0,0,0,0
1599810183754616737,-38.02860791,26.33637933,0,0,0,0,-105,0,0
1599810183810655593,-38.02860791,26.33637933,0,0,0,-102,0,0,0
1599810183854632616,-38.01009705,26.32272842,0,0,-87,0,0,0,0
1599810184225901603,-37.92917233,26.26483825,0,0,-88,0,0,0,0
1599810184500754833,-37.86776751,26.2209101,0,0,0,0,-103,0,0
1599810184587820529,-37.84574182,26.20529405,0,0,-89,0,0,0,0
1599810184883397102,-37.80299668,26.1756827,0,0,0,0,-103,0,0
1599810184969183206,-37.77862463,26.15906193,0,0,-89,0,0,0,0
1599810185702378273,-37.610728,26.04585068,0,0,-102,0,0,0,0
1599810186067731142,-37.5454326,26.00227631,0,0,-94,0,0,0,0
1599810186352003574,-37.47904427,25.95854069,0,0,0,0,-100,0,0
1599810186433814287,-37.45897308,25.9453822,0,0,-96,0,0,0,0
1599810186784646987,-38.53686502,22.50649662,0,0,-96,0,0,0,0
1599810187071678876,-37.37649807,25.89658948,0,0,0,0,-100,0,0
1599810187155856370,-37.35431744,25.88208889,0,0,-94,0,0,0,0
1599810187443340301,-37.28913672,25.84016406,0,0,0,0,-100,0,0
1599810187797322273,-37.22238495,25.79791316,0,0,0,0,-100,0,0
1599810187879735708,-37.20209677,25.7850918,0,0,-96,0,0,0,0
1599810188211902141,-38.25476116,22.27411352,0,0,0,0,0,0,0
1599810188530975341,-37.04609246,25.68475825,0,0,0,0,-99,0,0
1599810188575729131,-37.04609246,25.68475825,0,0,0,-102,0,0,0
1599810188620638132,-37.02559259,25.6704496,0,0,-100,0,0,0,0
1599810188901646137,-36.98478386,25.64070466,0,0,0,0,-93,0,0
1599810188944511175,-36.96053844,25.62220088,0,0,0,-103,0,0,0
1599810188988566160,-38.09833049,22.13192405,0,0,-103,0,0,0,0
1599810189671105623,-36.82337112,25.55795244,0,0,0,-100,0,0,0
1599810189714536428,-36.80426865,25.54261158,0,0,-97,0,0,0,0
1599810190346064805,-36.68103413,25.44373282,0,0,0,0,-100,0,0
1599810190428929090,-36.66038775,25.42712033,0,0,-98,0,0,0,0
1599810190775277137,-36.59995807,25.37859751,0,0,-99,0,0,0,0
1599810191060104131,-36.54820475,25.33929228,0,0,0,0,-95,0,0
1599810191105958223,-36.52948301,25.32681516,0,0,0,-101,0,0,0
1599810191152032852,-36.52948301,25.32681516,0,0,-101,0,0,0,0
1599810191439278841,-36.47644193,25.29570676,0,0,0,0,-97,0,0
1599810191497061967,-36.47644193,25.29570676,0,0,0,-101,0,0,0
1599810191799589633,-37.61390655,21.6617134,0,0,0,0,-97,0,0
1599810191856238842,-36.40357346,25.25493385,0,0,0,-102,0,0,0
1599810191900039434,-36.38701586,25.2456148,0,0,-99,0,0,0,0
1599810192188254833,-36.34899009,25.2244898,0,0,0,0,-99,0,0
1599810192232056379,-36.33189496,25.21510865,0,0,0,-101,0,0,0
1599810192640977144,-36.24258233,25.16584258,0,0,-94,0,0,0,0
1599810192919671535,-36.34522782,25.15982611,0,0,0,0,-101,0,0
1599810193005504846,-36.32199994,25.14510489,0,0,-91,0,0,0,0
1599810193284761905,-36.27969266,25.1184576,0,0,0,0,-97,0,0
1599810193366687297,-36.25937918,25.10567637,0,0,-92,0,0,0,0
1599810193652984142,-36.19199991,25.06348315,0,0,0,0,-96,0,0
1599810193743729114,-36.16614692,25.04730065,0,0,-97,0,0,0,0
1599810194025528669,-36.10274298,25.00723916,0,0,0,0,-95,0,0
1599810194122184276,-36.08369347,24.99526565,0,0,-99,0,0,0,0
1599810194414468288,-36.01558352,24.95235602,0,0,0,0,-94,0,0
1599810194517977237,-35.99615082,24.94005281,0,0,-95,0,0,0,0
1599810194789209127,-35.94633275,24.90844349,0,0,0,0,-93,0,0
1599810194892551898,-35.92514799,24.89516926,0,0,-99,0,0,0,0
1599810195175119400,-35.86127337,24.85491677,0,0,0,0,-94,0,0
1599810195269543170,-35.83592635,24.8388691,0,0,-100,0,0,0,0
1599810195553421258,-35.77027239,24.79768913,0,0,0,0,-94,0,0
1599810195923111677,-35.57963936,24.64001399,0,0,0,0,-95,0,0
1599810196022057056,-35.55674232,24.62570595,0,0,-99,0,0,0,0
1599810196738842964,-35.37561143,24.51268649,0,0,-99,0,0,0,0
1599810197013485193,-35.29675273,24.46338898,0,0,0,0,-97,0,0
1599810197106279373,-35.26674432,24.44442203,0,0,-99,0,0,0,0
1599810197390890836,-35.21541455,24.41239885,0,0,0,0,-95,0,0
1599810197478671312,-35.19249078,24.39813361,0,0,-98,0,0,0,0
1599810197761094093,-35.11152434,24.34749173,0,0,0,0,-95,0,0
1599810197860374450,-35.08737641,24.33235493,0,0,-96,0,0,0,0
1599810198134699583,-35.00389099,24.2800839,0,0,0,0,-97,0,0
1599810198228137016,-34.98138514,24.26609331,0,0,-99,0,0,0,0
1599810198505988121,-34.89999577,24.21518467,0,0,0,0,-95,0,0
1599810198562829494,-34.89999577,24.21518467,0,0,0,-100,0,0,0
1599810198606100559,-34.87712543,24.20083383,0,0,-95,0,0,0,0
1599810198874773740,-34.91299357,24.20049671,0,0,0,0,-94,0,0
1599810198927193641,-34.88710679,24.18344174,0,0,0,-100,0,0,0
1599810198971703052,-34.88710679,24.18344174,0,0,-108,0,0,0,0
1599810199248579025,-34.81754604,24.13725194,0,0,0,0,-93,0,0
1599810199304519891,-34.81754604,24.13725194,0,0,0,-100,0,0,0
1599810199609385013,-34.72120009,24.07355288,0,0,0,0,-94,0,0
1599810199672671794,-34.72120009,24.07355288,0,0,0,-103,0,0,0
1599810199986774682,-34.61947552,24.00620311,0,0,0,0,-95,0,0
1599810200052610158,-34.61947552,24.00620311,0,0,0,-99,0,0,0
1599810200098786115,-34.61947552,24.00620311,0,0,-104,0,0,0,0
1599810200372152566,-34.5458674,23.95707041,0,0,0,0,-92,0,0
1599810200432439327,-34.52025475,23.9396064,0,0,0,-101,0,0,0
1599810200744140625,-34.4477806,23.88882125,0,0,0,0,-90,0,0
1599810200801748514,-35.57707284,20.14682121,0,0,0,-100,0,0,0
1599810201109102249,-34.34909096,23.81541274,0,0,0,0,-92,0,0
1599810201173423767,-34.34909096,23.81541274,0,0,0,-105,0,0,0
1599810201491732120,-34.2724868,23.75755332,0,0,0,0,-95,0,0
1599810201553212404,-34.25089856,23.7413377,0,0,0,-99,0,0,0
1599810201858329772,-34.16345979,23.7096071,0,0,0,0,-95,0,0
1599810201923058271,-34.14150617,23.69304551,0,0,0,-99,0,0,0
1599810202234763860,-34.06675398,23.63688259,0,0,0,0,-93,0,0
1599810202298863887,-34.06675398,23.63688259,0,0,0,-105,0,0,0
1599810202659442901,-33.97479927,23.56782302,0,0,0,-99,0,0,0
1599810202977664947,-33.9035007,23.51455516,0,0,0,0,-93,0,0
1599810203034793615,-33.88190836,23.49834511,0,0,0,-98,0,0,0
1599810203359020948,-33.81636493,23.44907009,0,0,0,0,-95,0,0
1599810203726193428,-33.7248048,23.38115381,0,0,0,0,-94,0,0
1599810203783154249,-33.7248048,23.38115381,0,0,0,-100,0,0,0
1599810204096823692,-33.62838249,23.3097211,0,0,0,0,-92,0,0
1599810204160204887,-33.62838249,23.3097211,0,0,0,-100,0,0,0
1599810204480305910,-33.5553716,23.25540375,0,0,0,0,-89,0,0
1599810204543664216,-33.526029,23.23369518,0,0,0,-102,0,0,0
1599810204872702360,-33.55080232,23.25751693,0,0,0,0,-90,0,0
1599810205266786098,-33.46201025,23.19259782,0,0,0,0,-91,0,0
1599810205332573413,-33.43949577,23.17595166,0,0,0,-98,0,0,0
1599810205650523900,-33.36303287,23.11957423,0,0,0,0,-92,0,0
1599810206025654077,-33.26150771,23.04411122,0,0,0,0,-90,0,0
1599810206085865974,-33.26150771,23.04411122,0,0,0,-97,0,0,0
1599810206404632568,-33.1656467,22.97276164,0,0,0,0,-88,0,0
1599810206467439413,-33.1656467,22.97276164,0,0,0,-97,0,0,0
1599810206782658338,-33.09445675,22.92018606,0,0,0,0,-87,0,0
1599810206837728023,-33.07153229,22.90325333,0,0,0,-99,0,0,0
1599810207164726018,-33.00518426,22.85422104,0,0,0,0,-88,0,0
1599810207229385614,-32.98227567,22.83726693,0,0,0,-97,0,0,0
1599810207542521715,-32.9026084,22.77849537,0,0,0,0,-91,0,0
1599810207913069963,-32.5671718,22.60332194,0,0,0,0,-91,0,0
1599810207968703269,-32.5671718,22.60332194,0,0,0,-98,0,0,0
1599810208280038118,-32.47749691,22.53539171,0,0,0,0,-90,0,0
1599810208342309474,-32.4449269,22.51048816,0,0,0,-100,0,0,0
1599810208712286233,-32.32786778,22.42157276,0,0,0,-98,0,0,0
1599810209029206752,-32.24368278,22.3579878,0,0,0,0,-88,0,0
1599810209091538667,-32.24368278,22.3579878,0,0,0,-98,0,0,0
1599810209398072004,-32.13287139,22.27407416,0,0,0,0,-87,0,0
1599810209460436105,-32.13287139,22.27407416,0,0,0,-99,0,0,0
1599810209783971786,-32.0488476,22.21027665,0,0,0,0,-87,0,0
1599810210179440736,-31.93838663,22.12672769,0,0,0,0,-86,0,0
1599810210244621276,-31.91001557,22.10538964,0,0,0,-101,0,0,0
1599810210574980258,-31.8286351,22.04557525,0,0,0,0,-87,0,0
1599810210638626813,-31.80134462,22.02614643,0,0,0,-104,0,0,0
1599810210950996637,-31.77487444,22.01954616,0,0,0,0,-86,0,0
1599810211012096405,-31.74978679,22.00220155,0,0,0,-101,0,0,0
1599810211337909221,-31.67118664,21.94974095,0,0,0,0,-85,0,0
1599810211401046276,-31.67118664,21.94974095,0,0,0,-100,0,0,0
1599810211708636522,-31.56879617,21.88433578,0,0,0,0,-84,0,0
1599810211763642787,-31.56879617,21.88433578,0,0,0,-99,0,0,0
1599810212092927217,-31.46223226,21.81804629,0,0,0,0,-85,0,0
1599810212157801389,-31.46223226,21.81804629,0,0,0,-99,0,0,0
1599810212485296726,-31.38382306,21.76992222,0,0,0,0,-84,0,0
1599810212845085859,-31.27842896,21.70554678,0,0,0,0,-84,0,0
1599810213217417955,-31.17179964,21.6412812,0,0,0,0,-83,0,0
1599810213279853820,-31.17179964,21.6412812,0,0,0,-103,0,0,0
1599810213591521024,-31.08993899,21.59209792,0,0,0,0,-83,0,0
1599810213654168128,-31.06638468,21.57790497,0,0,0,-100,0,0,0
1599810214025075912,-30.98707844,21.50427234,0,0,0,-105,0,0,0
1599810214341268539,-30.90784483,21.45557995,0,0,0,0,-81,0,0
1599810214403510093,-32.20512247,17.50719095,0,0,0,-101,0,0,0
1599810214727639436,-30.79999654,21.38946726,0,0,0,0,-81,0,0
1599810214789885520,-30.79999654,21.38946726,0,0,0,-100,0,0,0
1599810215115788221,-30.69725541,21.32650334,0,0,0,0,-80,0,0
1599810215178166627,-30.69725541,21.32650334,0,0,0,-101,0,0,0
1599810215872624874,-30.51150218,21.21145932,0,0,0,0,-79,0,0
1599810215935397624,-30.48932992,21.19694584,0,0,0,-99,0,0,0
1599810216268771171,-30.41383208,21.14614301,0,0,0,0,-79,0,0
1599810216332712650,-30.38984635,21.12984337,0,0,0,-94,0,0,0
1599810216652007818,-30.31088859,21.07612308,0,0,0,0,-79,0,0
1599810216714070796,-30.28854281,21.06096839,0,0,0,-93,0,0,0
1599810217030612230,-30.31923968,21.01524053,0,0,0,0,-80,0,0
1599810217088922023,-30.31923968,21.01524053,0,0,0,-94,0,0,0
1599810217407021999,-30.21300157,20.94657043,0,0,0,0,-79,0,0
1599810217469393730,-30.21300157,20.94657043,0,0,0,-100,0,0,0
1599810217781867027,-30.13183408,20.89345955,0,0,0,0,-80,0,0
1599810217843021869,-30.10211539,20.87404192,0,0,0,-99,0,0,0
1599810218143929958,-30.0229946,20.82236876,0,0,0,0,-81,0,0
1599810218206649541,-29.99912137,20.80680225,0,0,0,-102,0,0,0
1599810218512667417,-29.91646522,20.75322877,0,0,0,0,-80,0,0
1599810218874282836,-29.83509282,20.70043268,0,0,0,0,-79,0,0
1599810218936816692,-29.80619368,20.68158904,0,0,0,-98,0,0,0
1599810219247060060,-29.72118012,20.62613765,0,0,0,0,-78,0,0
1599810219617505550,-29.60814306,20.55233102,0,0,0,0,-79,0,0
1599810219679576396,-29.60814306,20.55233102,0,0,0,-102,0,0,0
1599810219991146326,-29.52556971,20.43596633,0,0,0,0,-78,0,0
1599810220363256692,-29.41603662,20.35877622,0,0,0,0,-77,0,0
1599810220731251239,-29.30998431,20.28445883,0,0,0,0,-78,0,0
1599810220796355724,-29.30998431,20.28445883,0,0,0,-97,0,0,0
1599810221104744672,-29.19424353,20.20305878,0,0,0,0,-78,0,0
1599810221535210132,-29.08326633,20.1253144,0,0,0,-97,0,0,0
1599810221858888149,-28.99957647,20.0661348,0,0,0,0,-79,0,0
1599810222231475114,-28.88759572,19.98721103,0,0,0,0,-78,0,0
1599810222295875787,-28.88759572,19.98721103,0,0,0,-97,0,0,0
1599810222605136156,-28.7765797,19.90952273,0,0,0,0,-78,0,0
1599810222668210029,-28.7765797,19.90952273,0,0,0,-95,0,0,0
1599810222984430789,-28.70508012,19.9090698,0,0,0,0,-78,0,0
1599810223046337842,-28.67455492,19.88816023,0,0,0,-95,0,0,0
1599810223375869512,-28.58759293,19.82842899,0,0,0,0,-79,0,0
1599810223440016031,-28.56089239,19.80990004,0,0,0,-94,0,0,0
1599810223767136096,-28.47309948,19.74873353,0,0,0,0,-78,0,0
1599810223831712245,-28.4467672,19.73055111,0,0,0,-97,0,0,0
1599810224153411388,-28.35959373,19.67024607,0,0,0,0,-78,0,0
1599810224217456102,-28.32560996,19.64642689,0,0,0,-97,0,0,0
1599810224516180515,-28.24785072,19.59272711,0,0,0,0,-78,0,0
1599810224580029964,-28.24785072,19.59272711,0,0,0,-98,0,0,0
1599810224946596145,-28.14979696,19.52529984,0,0,0,-98,0,0,0
1599810225267416477,-28.07814296,19.47595736,0,0,0,0,-78,0,0
1599810225329959869,-28.05631535,19.46093055,0,0,0,-100,0,0,0
1599810225651842355,-27.97309076,19.40370647,0,0,0,0,-81,0,0
1599810225716081142,-27.94842018,19.3866374,0,0,0,-99,0,0,0
1599810226041865587,-27.8858677,19.32205962,0,0,0,0,-80,0,0
1599810226425301790,-27.78664001,19.25108197,0,0,0,0,-79,0,0
1599810226798507690,-28.91139356,15.18407267,0,0,0,0,-79,0,0
1599810226857052564,-27.68473201,19.17956373,0,0,0,-99,0,0,0
1599810227226875305,-27.58336629,19.11078398,0,0,0,-95,0,0,0
1599810227540475130,-27.50758475,19.06040496,0,0,0,0,-79,0,0
1599810227601763486,-27.50758475,19.06040496,0,0,0,-96,0,0,0
1599810227919899225,-27.40473639,18.99385902,0,0,0,0,-80,0,0
1599810227984094858,-27.40473639,18.99385902,0,0,0,-94,0,0,0
1599810228303952932,-27.29972602,18.92605227,0,0,0,0,-80,0,0
1599810228367975711,-27.29972602,18.92605227,0,0,0,-92,0,0,0
1599810228696533679,-28.42283446,14.86418859,0,0,0,0,-82,0,0
1599810228758502721,-27.19608928,18.85980741,0,0,0,-95,0,0,0
1599810229079314708,-26.96570708,18.80737992,0,0,0,0,-86,0,0
1599810229142099857,-26.94171557,18.79108886,0,0,0,-98,0,0,0
1599810229464334487,-26.86649634,18.73987349,0,0,0,0,-84,0,0
1599810229527769088,-26.83872048,18.72114514,0,0,0,-99,0,0,0
1599810229908846855,-26.73058273,18.64809507,0,0,0,-94,0,0,0
1599810230236927509,-26.65148016,18.59458809,0,0,0,0,-85,0,0
1599810230294862508,-26.62705175,18.57805033,0,0,0,-92,0,0,0
1599810230618215084,-26.55036672,18.52632386,0,0,0,0,-83,0,0
1599810230675932645,-26.55036672,18.52632386,0,0,0,-93,0,0,0
1599810231048560857,-26.44983732,18.45808888,0,0,0,-92,0,0,0
1599810231379874229,-26.3741135,18.40672654,0,0,0,0,-85,0,0
1599810231436027288,-26.34563531,18.38725249,0,0,0,-93,0,0,0
1599810231761844873,-26.26665917,18.33355917,0,0,0,0,-88,0,0
1599810231824204683,-26.24470109,18.3187237,0,0,0,-93,0,0,0
1599810232149976253,-26.25754525,17.97558376,0,0,0,0,-86,0,0
1599810232213302612,-26.23911308,17.9635732,0,0,0,-93,0,0,0
1599810232525624275,-26.18429769,17.92771924,0,0,0,0,-86,0,0
1599810232589353799,-26.18429769,17.92771924,0,0,0,-99,0,0,0
1599810232899352788,-26.08924381,17.86300423,0,0,0,0,-87,0,0
1599810233281085968,-25.99910268,17.7973875,0,0,0,0,-87,0,0
1599810233343811750,-25.96965622,17.77498425,0,0,0,-95,0,0,0
1599810233670484542,-25.88615092,17.71050932,0,0,0,0,-89,0,0
1599810233734924316,-25.8572789,17.68817887,0,0,0,-94,0,0,0
1599810234052394151,-25.77552733,17.62470536,0,0,0,0,-88,0,0
1599810234118829488,-25.74746657,17.60296044,0,0,0,-94,0,0,0
1599810234440052509,-25.67077704,17.54356625,0,0,0,0,-91,0,0
1599810234499311923,-25.64312153,17.52211468,0,0,0,-91,0,0,0
1599810234827406406,-25.56975426,17.46496399,0,0,0,0,-92,0,0
1599810234883967399,-25.56975426,17.46496399,0,0,0,-91,0,0,0
1599810235203852891,-25.19764244,17.56975297,0,0,0,0,-90,0,0
1599810235259880304,-25.19764244,17.56975297,0,0,0,-96,0,0,0
1599810235579269170,-25.12111332,17.50853893,0,0,0,0,-87,0,0
1599810235642183780,-25.0948781,17.4877073,0,0,0,-95,0,0,0
1599810236029880762,-24.98880637,17.40339398,0,0,0,-97,0,0,0
1599810236351068258,-24.90615174,17.33783269,0,0,0,0,-89,0,0
1599810236416415691,-24.87557527,17.31362376,0,0,0,-99,0,0,0
1599810236785505771,-24.79063308,17.24611841,0,0,0,-96,0,0,0
1599810237118201971,-24.67441086,17.15288087,0,0,0,0,-90,0,0
1599810237183764457,-24.67441086,17.15288087,0,0,0,-98,0,0,0
1599810237515287637,-24.55975263,17.06088997,0,0,0,0,-92,0,0
1599810237898302555,-25.9916873,13.12472288,0,0,0,0,-94,0,0
1599810237955276966,-24.41537493,16.93294892,0,0,0,-95,0,0,0
1599810238282214879,-24.32771168,16.86404857,0,0,0,0,-93,0,0
1599810238346235036,-24.29737174,16.84034767,0,0,0,-96,0,0,0
1599810238671403408,-24.21542107,16.77631596,0,0,0,0,-94,0,0
1599810238738716840,-24.18192887,16.75015258,0,0,0,-95,0,0,0
1599810239131757020,-24.06741509,16.66039397,0,0,0,-97,0,0,0
1599810239450384855,-23.97692534,16.58942613,0,0,0,0,-98,0,0
1599810239515506505,-23.94901104,16.56749381,0,0,0,-95,0,0,0
1599810239832081317,-23.85780345,16.49582055,0,0,0,0,-95,0,0
1599810239895218849,-23.85780345,16.49582055,0,0,0,-98,0,0,0
1599810240226774215,-23.7365967,16.40082228,0,0,0,0,-114,0,0
1599810240288868665,-23.71019704,16.38019944,0,0,0,-95,0,0,0
1599810240577614068,-23.64751991,16.33129434,0,0,0,0,0,-101,0
1599810240620974063,-23.74098731,16.30914502,0,0,0,0,-95,0,0
1599810240682916164,-23.74098731,16.30914502,0,0,0,-95,0,0,0
1599810240968133449,-23.69169624,16.23095404,0,0,0,0,0,-101,0
1599810241011904001,-23.66482652,16.20852598,0,0,0,0,-96,0,0
1599810241394962549,-23.54885188,16.1110478,0,0,0,0,-97,0,0
1599810241459632396,-23.54885188,16.1110478,0,0,0,-94,0,0,0
1599810241740804672,-23.46378611,16.03974066,0,0,0,0,0,-101,0
1599810241785500764,-23.4322367,16.01355618,0,0,0,0,-95,0,0
1599810242127868175,-24.736495,12.14791768,0,0,0,0,0,-99,0
1599810242227126359,-23.31273776,15.914057,0,0,0,-94,0,0,0
1599810242549760103,-23.21821587,15.83535344,0,0,0,0,-95,0,0
1599810242610800266,-23.19024947,15.81189892,0,0,0,-92,0,0,0
1599810242898279905,-23.12575796,15.75807782,0,0,0,0,0,-99,0
1599810242943063259,-23.09618992,15.73342092,0,0,0,0,-98,0,0
1599810243006339311,-23.06701723,15.70907058,0,0,0,-93,0,0,0
1599810243292142391,-22.99006879,15.64831131,0,0,0,0,0,-98,0
1599810243335876941,-22.95919269,15.62133615,0,0,0,0,-96,0,0
1599810243397016525,-24.32393555,11.8272994,0,0,0,-91,0,0,0
1599810243726080417,-22.83852175,15.51703602,0,0,0,0,-98,0,0
1599810243788357019,-24.20385422,11.73411015,0,0,0,-94,0,0,0
1599810244081255435,-22.74803662,15.4389814,0,0,0,0,0,-98,0
1599810244125364065,-22.72044874,15.41508281,0,0,0,0,-96,0,0
1599810244188094615,-22.72044874,15.41508281,0,0,0,-93,0,0,0
1599810244509973287,-22.59424625,15.30647791,0,0,0,0,-96,0,0
1599810244851320028,-22.50759594,15.23086946,0,0,0,0,0,-100,0
1599810244951966285,-22.47485051,15.20223416,0,0,0,-90,0,0,0
1599810245237933158,-22.3854026,15.12450942,0,0,0,0,0,-98,0
1599810245280957460,-22.3854026,15.12450942,0,0,0,0,-96,0,0
1599810245343796014,-22.35022775,15.09409594,0,0,0,-89,0,0,0
1599810245671233177,-22.26489331,15.02002234,0,0,0,0,-93,0,0
1599810245734487056,-22.22281466,14.96245897,0,0,0,-86,0,0,0
1599810246055055379,-22.14288936,14.89131987,0,0,0,0,-95,0,0
1599810246119484186,-22.12105399,14.87223541,0,0,0,-85,0,0,0
1599810246398790359,-22.06847937,14.82678103,0,0,0,0,0,-91,0
1599810246456337928,-22.03841258,14.80116389,0,0,0,0,-98,0,0
1599810246517710685,-22.01418129,14.78026332,0,0,0,-85,0,0,0
1599810246801280260,-23.29975842,11.03647584,0,0,0,0,0,-96,0
1599810246856874227,-21.93819408,14.71448992,0,0,0,0,-99,0,0
1599810246918475627,-21.91008641,14.69042842,0,0,0,-85,0,0,0
1599810247210017204,-21.83213313,14.62310696,0,0,0,0,0,-93,0
1599810247261815071,-21.83213313,14.62310696,0,0,0,0,-97,0,0
1599810247325960636,-21.80418347,14.59886216,0,0,0,-85,0,0,0
1599810247612525939,-23.065623,10.86116006,0,0,0,0,0,-94,0
1599810247659700632,-21.71640066,14.52379986,0,0,0,0,-94,0,0
1599810247720737934,-21.69325869,14.50393296,0,0,0,-89,0,0,0
1599810248057065486,-21.62336003,14.44411546,0,0,0,0,-97,0,0
1599810248121199131,-21.60053361,14.42464876,0,0,0,-86,0,0,0
1599810248398540973,-21.53639898,14.37040204,0,0,0,0,0,-94,0
1599810248463881254,-21.53639898,14.37040204,0,0,0,0,-94,0,0
1599810248528189420,-21.5107175,14.34889131,0,0,0,-88,0,0,0
1599810248808248519,-21.43062857,14.25513989,0,0,0,0,0,-95,0
1599810248935778141,-21.41074535,14.23762122,0,0,0,-88,0,0,0
1599810249213514804,-21.34998414,14.18405782,0,0,0,0,0,-95,0
1599810249333769559,-21.32903608,14.1654789,0,0,0,-88,0,0,0
1599810249622864484,-21.27093586,14.11418969,0,0,0,0,0,-96,0
1599810249678722858,-21.27093586,14.11418969,0,0,0,0,-98,0,0
1599810249739465475,-21.25065247,14.09636886,0,0,0,-88,0,0,0
1599810250028462171,-21.18187829,14.03754971,0,0,0,0,0,-95,0
1599810250078582525,-21.18187829,14.03754971,0,0,0,0,-97,0,0
1599810250142079830,-21.15901384,14.01891013,0,0,0,-87,0,0,0
1599810250435791730,-21.08314999,13.9600891,0,0,0,0,0,-96,0
