time,x,y,RSS,distance,tag_id
1619189994504873514,0.0,0.0,-86,1999,27201
1619189994653151988,0.0,0.0,-86,2013,27201
1619189994964853048,-0.0031250000000003315,0.004687500000000001,-85,2046,27201
1619189995115213632,-0.0031250000000003315,0.004687500000000001,-84,2088,27201
1619189995278128385,-0.0031250000000003315,0.004687500000000001,-84,2079,27201
1619189995442113637,-0.0031250000000003315,0.004687500000000001,-84,2008,27201
1619189995604298591,-0.0031250000000003315,0.004687500000000001,-85,1938,27201
1619189996213637351,-0.0031250000000003315,0.004687500000000001,-85,2406,27201
1619189996380925416,-0.006250000000000331,0.0015625000000000005,-87,2167,27201
1619189996539669275,-0.006250000000000331,0.0015625000000000005,-86,2322,27201
1619189996846598148,-0.006250000000000331,0.0015625000000000005,-86,1933,27201
1619189997002906322,-0.006250000000000331,0.0015625000000000005,-86,1849,27201
1619189997167801856,-0.006250000000000331,0.0015625000000000005,-86,1900,27201
1619189997320822715,-0.006250000000000331,0.0015625000000000005,-85,2032,27201
1619189997472123384,-0.006250000000000331,0.0015625000000000005,-85,2134,27201
1619189997631267547,-0.006250000000000331,0.0015625000000000005,-86,2247,27201
1619189997787650346,-0.006250000000000331,0.0015625000000000005,-85,1849,27201
1619189997933622121,-0.006250000000000331,0.0015625000000000005,-85,1947,27201
1619189998086783409,-0.006250000000000331,0.0015625000000000005,-87,1938,27201
1619189998251283168,-0.006250000000000331,0.0015625000000000005,-86,1863,27201
1619189998417481184,-0.006250000000000331,0.0015625000000000005,-86,1910,27201
1619189998576869726,-0.006250000000000331,0.0015625000000000005,-88,1943,27201
1619189998738215923,-0.006250000000000331,0.0015625000000000005,-85,2242,27201
1619189998903598308,-0.006250000000000331,0.0015625000000000005,-86,2692,27201
1619189999054865121,-0.006250000000000331,0.0015625000000000005,-86,2252,27201
1619189999207189321,-0.006250000000000331,0.0015625000000000005,-87,2172,27201
1619189999367240905,-0.0031250000000003306,0.004687500000000001,-85,2411,27201
1619189999527486801,-0.0031250000000003306,0.004687500000000001,-85,2359,27201
1619189999684872150,-0.0031250000000003306,0.004687500000000001,-85,2317,27201
1619189999845788478,-0.0031250000000003306,0.004687500000000001,-84,2402,27201
1619190000009036540,-0.0031250000000003306,0.004687500000000001,-85,2364,27201
1619190000164787530,-0.0031250000000003306,0.004687500000000001,-86,2223,27201
1619190000321162462,-0.0031250000000003306,0.004687500000000001,-86,1699,27201
1619190000489041090,-0.0031250000000003306,0.004687500000000001,-86,1634,27201
1619190000648190975,-0.0031250000000003306,0.004687500000000001,-85,2083,27201
1619190000811685085,-0.0031250000000003306,0.004687500000000001,-85,1737,27201
1619190000980491161,-0.0031250000000003306,0.004687500000000001,-85,1657,27201
1619190001296475172,-0.0031250000000003306,0.004687500000000001,-86,2411,27201
